Satellite,Timestamp (UTC),Doppler Shift (Hz)
STARLINK-4496,2025-07-13T03:09:49Z,-173477.893
STARLINK-4496,2025-07-13T03:09:50Z,-174861.2935
STARLINK-4496,2025-07-13T03:09:51Z,-176219.4469
STARLINK-4496,2025-07-13T03:09:52Z,-177552.769
STARLINK-4496,2025-07-13T03:09:53Z,-178861.6745
STARLINK-4496,2025-07-13T03:09:54Z,-180146.5766
STARLINK-4496,2025-07-13T03:09:55Z,-181407.8863
STARLINK-4496,2025-07-13T03:09:56Z,-182646.0125
STARLINK-4496,2025-07-13T03:09:57Z,-183861.3615
STARLINK-4496,2025-07-13T03:09:58Z,-185054.3362
STARLINK-5142,2025-07-13T03:09:00Z,29937.76471
STARLINK-5142,2025-07-13T03:09:01Z,26848.07132
STARLINK-5142,2025-07-13T03:09:02Z,23747.2368
STARLINK-5142,2025-07-13T03:09:03Z,20636.50414
STARLINK-5142,2025-07-13T03:09:04Z,17517.13674
STARLINK-5142,2025-07-13T03:09:05Z,14390.41585
STARLINK-5142,2025-07-13T03:09:06Z,11257.63804
STARLINK-5142,2025-07-13T03:09:07Z,8120.11256
STARLINK-5142,2025-07-13T03:09:08Z,4979.158644
STARLINK-5142,2025-07-13T03:09:09Z,1836.10274
STARLINK-5142,2025-07-13T03:09:10Z,-1307.724257
STARLINK-5142,2025-07-13T03:09:11Z,-4450.989822
STARLINK-5142,2025-07-13T03:09:12Z,-7592.362607
STARLINK-5142,2025-07-13T03:09:13Z,-10730.51526
STARLINK-5142,2025-07-13T03:09:14Z,-13864.1272
STARLINK-5142,2025-07-13T03:09:15Z,-16991.88739
STARLINK-5142,2025-07-13T03:09:16Z,-20112.49703
STARLINK-5142,2025-07-13T03:09:17Z,-23224.67224
STARLINK-5142,2025-07-13T03:09:18Z,-26327.14658
STARLINK-5142,2025-07-13T03:09:19Z,-29418.6736
STARLINK-5142,2025-07-13T03:09:20Z,-32498.02921
STARLINK-5142,2025-07-13T03:09:21Z,-35564.01399
STARLINK-5142,2025-07-13T03:09:22Z,-38615.45536
STARLINK-5142,2025-07-13T03:09:23Z,-41651.20963
STARLINK-5142,2025-07-13T03:09:24Z,-44670.16393
STARLINK-5142,2025-07-13T03:09:25Z,-47671.23803
STARLINK-5142,2025-07-13T03:09:26Z,-50653.38593
STARLINK-5142,2025-07-13T03:09:27Z,-53615.5974
STARLINK-5142,2025-07-13T03:09:28Z,-56556.89933
STARLINK-5142,2025-07-13T03:09:29Z,-59476.35691
STARLINK-5142,2025-07-13T03:09:30Z,-62373.07468
STARLINK-5142,2025-07-13T03:09:31Z,-65246.19743
STARLINK-5142,2025-07-13T03:09:32Z,-68094.91093
STARLINK-5142,2025-07-13T03:09:33Z,-70918.44253
STARLINK-5142,2025-07-13T03:09:34Z,-73716.06157
STARLINK-5142,2025-07-13T03:09:35Z,-76487.07973
STARLINK-5142,2025-07-13T03:09:36Z,-79230.85113
STARLINK-5142,2025-07-13T03:09:37Z,-81946.77238
STARLINK-5142,2025-07-13T03:09:38Z,-84634.28245
STARLINK-5142,2025-07-13T03:09:39Z,-87292.86248
STARLINK-5142,2025-07-13T03:09:40Z,-89922.03537
STARLINK-5142,2025-07-13T03:09:41Z,-92521.36535
STARLINK-5142,2025-07-13T03:09:42Z,-95090.45742
STARLINK-5142,2025-07-13T03:09:43Z,-97628.95665
STARLINK-5142,2025-07-13T03:09:44Z,-100136.5475
STARLINK-5142,2025-07-13T03:09:45Z,-102612.9529
STARLINK-5142,2025-07-13T03:09:46Z,-105057.9334
STARLINK-5142,2025-07-13T03:09:47Z,-107471.2862
STARLINK-5142,2025-07-13T03:09:48Z,-109852.844
STARLINK-5142,2025-07-13T03:09:49Z,-112202.4743
STARLINK-5142,2025-07-13T03:09:50Z,-114520.0777
STARLINK-5142,2025-07-13T03:09:51Z,-116805.5871
STARLINK-5142,2025-07-13T03:09:52Z,-119058.9666
STARLINK-5142,2025-07-13T03:09:53Z,-121280.2099
STARLINK-5142,2025-07-13T03:09:54Z,-123469.3396
STARLINK-5142,2025-07-13T03:09:55Z,-125626.4052
STARLINK-5142,2025-07-13T03:09:56Z,-127751.4826
STARLINK-5142,2025-07-13T03:09:57Z,-129844.6726
STARLINK-5142,2025-07-13T03:09:58Z,-131906.0994
STARLINK-5142,2025-07-13T03:09:59Z,-133935.9095
STARLINK-5142,2025-07-13T03:10:00Z,-135934.2706
STARLINK-5659,2025-07-13T03:09:00Z,-176816.5543
STARLINK-5659,2025-07-13T03:09:01Z,-178074.4847
STARLINK-5659,2025-07-13T03:09:02Z,-179309.3265
STARLINK-5659,2025-07-13T03:09:03Z,-180521.4813
STARLINK-5659,2025-07-13T03:09:04Z,-181711.3478
STARLINK-5659,2025-07-13T03:09:05Z,-182879.3215
STARLINK-5659,2025-07-13T03:09:06Z,-184025.7947
STARLINK-5659,2025-07-13T03:09:07Z,-185151.156
STARLINK-5659,2025-07-13T03:09:08Z,-186255.7901
STARLINK-5659,2025-07-13T03:09:09Z,-187340.0776
STARLINK-5659,2025-07-13T03:09:10Z,-188404.395
STARLINK-5659,2025-07-13T03:09:11Z,-189449.1141
STARLINK-5659,2025-07-13T03:09:12Z,-190474.6024
STARLINK-5659,2025-07-13T03:09:13Z,-191481.2223
STARLINK-5590,2025-07-13T03:09:00Z,125229.4898
STARLINK-5590,2025-07-13T03:09:01Z,123084.1237
STARLINK-5590,2025-07-13T03:09:02Z,120906.1137
STARLINK-5590,2025-07-13T03:09:03Z,118695.3927
STARLINK-5590,2025-07-13T03:09:04Z,116451.9219
STARLINK-5590,2025-07-13T03:09:05Z,114175.6918
STARLINK-5590,2025-07-13T03:09:06Z,111866.7236
STARLINK-5590,2025-07-13T03:09:07Z,109525.0705
STARLINK-5590,2025-07-13T03:09:08Z,107150.8193
STARLINK-5590,2025-07-13T03:09:09Z,104744.0912
STARLINK-5590,2025-07-13T03:09:10Z,102305.0432
STARLINK-5590,2025-07-13T03:09:11Z,99833.86939
STARLINK-5590,2025-07-13T03:09:12Z,97330.80206
STARLINK-5590,2025-07-13T03:09:13Z,94796.11259
STARLINK-5590,2025-07-13T03:09:14Z,92230.11264
STARLINK-5590,2025-07-13T03:09:15Z,89633.15496
STARLINK-5590,2025-07-13T03:09:16Z,87005.63428
STARLINK-5590,2025-07-13T03:09:17Z,84347.98805
STARLINK-5590,2025-07-13T03:09:18Z,81660.69705
STARLINK-5590,2025-07-13T03:09:19Z,78944.28595
STARLINK-5590,2025-07-13T03:09:20Z,76199.32372
STARLINK-5590,2025-07-13T03:09:21Z,73426.42391
STARLINK-5590,2025-07-13T03:09:22Z,70626.24481
STARLINK-5590,2025-07-13T03:09:23Z,67799.48944
STARLINK-5590,2025-07-13T03:09:24Z,64946.90545
STARLINK-5590,2025-07-13T03:09:25Z,62069.28485
STARLINK-5590,2025-07-13T03:09:26Z,59167.4635
STARLINK-5590,2025-07-13T03:09:27Z,56242.32058
STARLINK-5590,2025-07-13T03:09:28Z,53294.7778
STARLINK-5590,2025-07-13T03:09:29Z,50325.79847
STARLINK-5590,2025-07-13T03:09:30Z,47336.3864
STARLINK-5590,2025-07-13T03:09:31Z,44327.58464
STARLINK-5590,2025-07-13T03:09:32Z,41300.47406
STARLINK-5590,2025-07-13T03:09:33Z,38256.17172
STARLINK-5590,2025-07-13T03:09:34Z,35195.8292
STARLINK-5590,2025-07-13T03:09:35Z,32120.63058
STARLINK-5590,2025-07-13T03:09:36Z,29031.79048
STARLINK-5590,2025-07-13T03:09:37Z,25930.55181
STARLINK-5590,2025-07-13T03:09:38Z,22818.18345
STARLINK-5590,2025-07-13T03:09:39Z,19695.97778
STARLINK-5590,2025-07-13T03:09:40Z,16565.24812
STARLINK-5590,2025-07-13T03:09:41Z,13427.32607
STARLINK-5590,2025-07-13T03:09:42Z,10283.55871
STARLINK-5590,2025-07-13T03:09:43Z,7135.305766
STARLINK-5590,2025-07-13T03:09:44Z,3983.936723
STARLINK-5590,2025-07-13T03:09:45Z,830.82785
STARLINK-5590,2025-07-13T03:09:46Z,-2322.640785
STARLINK-5590,2025-07-13T03:09:47Z,-5475.088326
STARLINK-5590,2025-07-13T03:09:48Z,-8625.136142
STARLINK-5590,2025-07-13T03:09:49Z,-11771.41083
STARLINK-5590,2025-07-13T03:09:50Z,-14912.5472
STARLINK-5590,2025-07-13T03:09:51Z,-18047.19118
STARLINK-5590,2025-07-13T03:09:52Z,-21174.00274
STARLINK-5590,2025-07-13T03:09:53Z,-24291.65866
STARLINK-5590,2025-07-13T03:09:54Z,-27398.85528
STARLINK-5590,2025-07-13T03:09:55Z,-30494.31111
STARLINK-5590,2025-07-13T03:09:56Z,-33576.76937
STARLINK-5590,2025-07-13T03:09:57Z,-36645.00036
STARLINK-5590,2025-07-13T03:09:58Z,-39697.80377
STARLINK-5590,2025-07-13T03:09:59Z,-42734.01076
STARLINK-5590,2025-07-13T03:10:00Z,-45752.48601
STARLINK-5571,2025-07-13T03:09:18Z,191198.4894
STARLINK-5571,2025-07-13T03:09:19Z,190187.854
STARLINK-5571,2025-07-13T03:09:20Z,189158.3243
STARLINK-5571,2025-07-13T03:09:21Z,188109.5395
STARLINK-5571,2025-07-13T03:09:22Z,187041.1337
STARLINK-5571,2025-07-13T03:09:23Z,185952.7363
STARLINK-5571,2025-07-13T03:09:24Z,184843.9727
STARLINK-5571,2025-07-13T03:09:25Z,183714.4639
STARLINK-5571,2025-07-13T03:09:26Z,182563.8271
STARLINK-5571,2025-07-13T03:09:27Z,181391.6757
STARLINK-5571,2025-07-13T03:09:28Z,180197.6195
STARLINK-5571,2025-07-13T03:09:29Z,178981.2651
STARLINK-5571,2025-07-13T03:09:30Z,177742.2162
STARLINK-5571,2025-07-13T03:09:31Z,176480.0739
STARLINK-5571,2025-07-13T03:09:32Z,175194.4369
STARLINK-5571,2025-07-13T03:09:33Z,173884.9021
STARLINK-5571,2025-07-13T03:09:34Z,172551.0647
STARLINK-5571,2025-07-13T03:09:35Z,171192.519
STARLINK-5571,2025-07-13T03:09:36Z,169808.8587
STARLINK-5571,2025-07-13T03:09:37Z,168399.6771
STARLINK-5571,2025-07-13T03:09:38Z,166964.5681
STARLINK-5571,2025-07-13T03:09:39Z,165503.1267
STARLINK-5571,2025-07-13T03:09:40Z,164014.9493
STARLINK-5571,2025-07-13T03:09:41Z,162499.6345
STARLINK-5571,2025-07-13T03:09:42Z,160956.7839
STARLINK-5571,2025-07-13T03:09:43Z,159386.0028
STARLINK-5571,2025-07-13T03:09:44Z,157786.9006
STARLINK-5571,2025-07-13T03:09:45Z,156159.0923
STARLINK-5571,2025-07-13T03:09:46Z,154502.1986
STARLINK-5571,2025-07-13T03:09:47Z,152815.8472
STARLINK-5571,2025-07-13T03:09:48Z,151099.6738
STARLINK-5571,2025-07-13T03:09:49Z,149353.3228
STARLINK-5571,2025-07-13T03:09:50Z,147576.4485
STARLINK-5571,2025-07-13T03:09:51Z,145768.7161
STARLINK-5571,2025-07-13T03:09:52Z,143929.8029
STARLINK-5571,2025-07-13T03:09:53Z,142059.3991
STARLINK-5571,2025-07-13T03:09:54Z,140157.2095
STARLINK-5571,2025-07-13T03:09:55Z,138222.9544
STARLINK-5571,2025-07-13T03:09:56Z,136256.3707
STARLINK-5571,2025-07-13T03:09:57Z,134257.2137
STARLINK-5571,2025-07-13T03:09:58Z,132225.2579
STARLINK-5571,2025-07-13T03:09:59Z,130160.2987
STARLINK-5058,2025-07-13T03:09:00Z,-77003.9305
STARLINK-5058,2025-07-13T03:09:01Z,-79277.47491
STARLINK-5058,2025-07-13T03:09:02Z,-81531.31527
STARLINK-5058,2025-07-13T03:09:03Z,-83765.12689
STARLINK-5058,2025-07-13T03:09:04Z,-85978.60605
STARLINK-5058,2025-07-13T03:09:05Z,-88171.46987
STARLINK-5058,2025-07-13T03:09:06Z,-90343.45608
STARLINK-5058,2025-07-13T03:09:07Z,-92494.32282
STARLINK-5058,2025-07-13T03:09:08Z,-94623.84835
STARLINK-5058,2025-07-13T03:09:09Z,-96731.83079
STARLINK-5058,2025-07-13T03:09:10Z,-98818.08774
STARLINK-5058,2025-07-13T03:09:11Z,-100882.456
STARLINK-5058,2025-07-13T03:09:12Z,-102924.791
STARLINK-5058,2025-07-13T03:09:13Z,-104944.9667
STARLINK-5058,2025-07-13T03:09:14Z,-106942.875
STARLINK-5058,2025-07-13T03:09:15Z,-108918.4251
STARLINK-5058,2025-07-13T03:09:16Z,-110871.5435
STARLINK-5058,2025-07-13T03:09:17Z,-112802.1729
STARLINK-5058,2025-07-13T03:09:18Z,-114710.2725
STARLINK-5058,2025-07-13T03:09:19Z,-116595.8167
STARLINK-5058,2025-07-13T03:09:20Z,-118458.7951
STARLINK-5058,2025-07-13T03:09:21Z,-120299.2118
STARLINK-5058,2025-07-13T03:09:22Z,-122117.085
STARLINK-5058,2025-07-13T03:09:23Z,-123912.4464
STARLINK-5058,2025-07-13T03:09:24Z,-125685.3404
STARLINK-5058,2025-07-13T03:09:25Z,-127435.8241
STARLINK-5058,2025-07-13T03:09:26Z,-129163.9664
STARLINK-5058,2025-07-13T03:09:27Z,-130869.8478
STARLINK-5058,2025-07-13T03:09:28Z,-132553.5592
STARLINK-5058,2025-07-13T03:09:29Z,-134215.2024
STARLINK-5058,2025-07-13T03:09:30Z,-135854.8886
STARLINK-5058,2025-07-13T03:09:31Z,-137472.7387
STARLINK-5058,2025-07-13T03:09:32Z,-139068.882
STARLINK-5058,2025-07-13T03:09:33Z,-140643.4566
STARLINK-5058,2025-07-13T03:09:34Z,-142196.6082
STARLINK-5058,2025-07-13T03:09:35Z,-143728.49
STARLINK-5989,2025-07-13T03:09:00Z,179794.3834
STARLINK-5989,2025-07-13T03:09:01Z,178472.9844
STARLINK-5989,2025-07-13T03:09:02Z,177127.3425
STARLINK-5989,2025-07-13T03:09:03Z,175757.0562
STARLINK-5989,2025-07-13T03:09:04Z,174361.7239
STARLINK-5989,2025-07-13T03:09:05Z,172940.9434
STARLINK-5989,2025-07-13T03:09:06Z,171494.3127
STARLINK-5989,2025-07-13T03:09:07Z,170021.431
STARLINK-5989,2025-07-13T03:09:08Z,168521.8985
STARLINK-5989,2025-07-13T03:09:09Z,166995.3177
STARLINK-5989,2025-07-13T03:09:10Z,165441.2934
STARLINK-5989,2025-07-13T03:09:11Z,163859.4341
STARLINK-5989,2025-07-13T03:09:12Z,162249.3521
STARLINK-5989,2025-07-13T03:09:13Z,160610.6646
STARLINK-5989,2025-07-13T03:09:14Z,158942.9946
STARLINK-5989,2025-07-13T03:09:15Z,157245.9712
STARLINK-5989,2025-07-13T03:09:16Z,155519.2312
STARLINK-5989,2025-07-13T03:09:17Z,153762.4196
STARLINK-5989,2025-07-13T03:09:18Z,151975.1905
STARLINK-5989,2025-07-13T03:09:19Z,150157.2085
STARLINK-5989,2025-07-13T03:09:20Z,148308.1492
STARLINK-5989,2025-07-13T03:09:21Z,146427.7009
STARLINK-5989,2025-07-13T03:09:22Z,144515.5652
STARLINK-5989,2025-07-13T03:09:23Z,142571.4586
STARLINK-5989,2025-07-13T03:09:24Z,140595.1133
STARLINK-5989,2025-07-13T03:09:25Z,138586.2787
STARLINK-5989,2025-07-13T03:09:26Z,136544.7226
STARLINK-5989,2025-07-13T03:09:27Z,134470.2324
STARLINK-5989,2025-07-13T03:09:28Z,132362.6166
STARLINK-5989,2025-07-13T03:09:29Z,130221.7059
STARLINK-5989,2025-07-13T03:09:30Z,128047.355
STARLINK-5989,2025-07-13T03:09:31Z,125839.4434
STARLINK-5989,2025-07-13T03:09:32Z,123597.8772
STARLINK-5989,2025-07-13T03:09:33Z,121322.5904
STARLINK-5989,2025-07-13T03:09:34Z,119013.5463
STARLINK-5989,2025-07-13T03:09:35Z,116670.7388
STARLINK-5989,2025-07-13T03:09:36Z,114294.1939
STARLINK-5989,2025-07-13T03:09:37Z,111883.971
STARLINK-5989,2025-07-13T03:09:38Z,109440.1643
STARLINK-5989,2025-07-13T03:09:39Z,106962.904
STARLINK-5989,2025-07-13T03:09:40Z,104452.3578
STARLINK-5989,2025-07-13T03:09:41Z,101908.7318
STARLINK-5989,2025-07-13T03:09:42Z,99332.27192
STARLINK-5989,2025-07-13T03:09:43Z,96723.26486
STARLINK-5989,2025-07-13T03:09:44Z,94082.03923
STARLINK-5989,2025-07-13T03:09:45Z,91408.96641
STARLINK-5989,2025-07-13T03:09:46Z,88704.46148
STARLINK-5989,2025-07-13T03:09:47Z,85968.98393
STARLINK-5989,2025-07-13T03:09:48Z,83203.03832
STARLINK-5989,2025-07-13T03:09:49Z,80407.17483
STARLINK-5989,2025-07-13T03:09:50Z,77581.98965
STARLINK-5989,2025-07-13T03:09:51Z,74728.12529
STARLINK-5989,2025-07-13T03:09:52Z,71846.27065
STARLINK-5989,2025-07-13T03:09:53Z,68937.16109
STARLINK-5989,2025-07-13T03:09:54Z,66001.5782
STARLINK-5989,2025-07-13T03:09:55Z,63040.34951
STARLINK-5989,2025-07-13T03:09:56Z,60054.348
STARLINK-5989,2025-07-13T03:09:57Z,57044.49143
STARLINK-5989,2025-07-13T03:09:58Z,54011.74152
STARLINK-5989,2025-07-13T03:09:59Z,50957.10295
STARLINK-5989,2025-07-13T03:10:00Z,47881.62217
STARLINK-6129,2025-07-13T03:09:00Z,-41484.98575
STARLINK-6129,2025-07-13T03:09:01Z,-44319.05375
STARLINK-6129,2025-07-13T03:09:02Z,-47137.08737
STARLINK-6129,2025-07-13T03:09:03Z,-49938.19885
STARLINK-6129,2025-07-13T03:09:04Z,-52721.52936
STARLINK-6129,2025-07-13T03:09:05Z,-55486.25003
STARLINK-6129,2025-07-13T03:09:06Z,-58231.56287
STARLINK-6129,2025-07-13T03:09:07Z,-60956.70163
STARLINK-6129,2025-07-13T03:09:08Z,-63660.93244
STARLINK-6129,2025-07-13T03:09:09Z,-66343.55445
STARLINK-6129,2025-07-13T03:09:10Z,-69003.90027
STARLINK-6129,2025-07-13T03:09:11Z,-71641.33641
STARLINK-6129,2025-07-13T03:09:12Z,-74255.26347
STARLINK-6129,2025-07-13T03:09:13Z,-76845.11633
STARLINK-6129,2025-07-13T03:09:14Z,-79410.36424
STARLINK-6129,2025-07-13T03:09:15Z,-81950.51075
STARLINK-6129,2025-07-13T03:09:16Z,-84465.09359
STARLINK-6129,2025-07-13T03:09:17Z,-86953.68446
STARLINK-6129,2025-07-13T03:09:18Z,-89415.8887
STARLINK-6129,2025-07-13T03:09:19Z,-91851.34497
STARLINK-6129,2025-07-13T03:09:20Z,-94259.72474
STARLINK-6129,2025-07-13T03:09:21Z,-96640.73176
STARLINK-6129,2025-07-13T03:09:22Z,-98994.10154
STARLINK-6129,2025-07-13T03:09:23Z,-101319.6006
STARLINK-6129,2025-07-13T03:09:24Z,-103617.0259
STARLINK-6129,2025-07-13T03:09:25Z,-105886.204
STARLINK-6129,2025-07-13T03:09:26Z,-108126.9902
STARLINK-6129,2025-07-13T03:09:27Z,-110339.2679
STARLINK-6129,2025-07-13T03:09:28Z,-112522.9477
STARLINK-6129,2025-07-13T03:09:29Z,-114677.9663
STARLINK-6129,2025-07-13T03:09:30Z,-116804.2857
STARLINK-6129,2025-07-13T03:09:31Z,-118901.8925
STARLINK-6129,2025-07-13T03:09:32Z,-120970.7968
STARLINK-6129,2025-07-13T03:09:33Z,-123011.0308
STARLINK-6129,2025-07-13T03:09:34Z,-125022.6487
STARLINK-6129,2025-07-13T03:09:35Z,-127005.7251
STARLINK-6129,2025-07-13T03:09:36Z,-128960.3542
STARLINK-6129,2025-07-13T03:09:37Z,-130886.6487
STARLINK-6129,2025-07-13T03:09:38Z,-132784.7394
STARLINK-6129,2025-07-13T03:09:39Z,-134654.7735
STARLINK-6129,2025-07-13T03:09:40Z,-136496.9142
STARLINK-6129,2025-07-13T03:09:41Z,-138311.3395
STARLINK-6129,2025-07-13T03:09:42Z,-140098.2415
STARLINK-6129,2025-07-13T03:09:43Z,-141857.8254
STARLINK-6129,2025-07-13T03:09:44Z,-143590.3086
STARLINK-6129,2025-07-13T03:09:45Z,-145295.9201
STARLINK-6129,2025-07-13T03:09:46Z,-146974.8992
STARLINK-6129,2025-07-13T03:09:47Z,-148627.4953
STARLINK-6129,2025-07-13T03:09:48Z,-150253.9667
STARLINK-6129,2025-07-13T03:09:49Z,-151854.58
STARLINK-6129,2025-07-13T03:09:50Z,-153429.6093
STARLINK-6129,2025-07-13T03:09:51Z,-154979.3356
STARLINK-6129,2025-07-13T03:09:52Z,-156504.0463
STARLINK-6129,2025-07-13T03:09:53Z,-158004.0341
STARLINK-6129,2025-07-13T03:09:54Z,-159479.5966
STARLINK-6129,2025-07-13T03:09:55Z,-160931.0361
STARLINK-6129,2025-07-13T03:09:56Z,-162358.6583
STARLINK-6129,2025-07-13T03:09:57Z,-163762.7724
STARLINK-6129,2025-07-13T03:09:58Z,-165143.6902
STARLINK-6129,2025-07-13T03:09:59Z,-166501.7258
STARLINK-6129,2025-07-13T03:10:00Z,-167837.1951
STARLINK-6151,2025-07-13T03:09:51Z,77625.49554
STARLINK-6151,2025-07-13T03:09:52Z,75345.43167
STARLINK-6151,2025-07-13T03:09:53Z,73046.7909
STARLINK-6151,2025-07-13T03:09:54Z,70729.94881
STARLINK-6151,2025-07-13T03:09:55Z,68395.3002
STARLINK-6151,2025-07-13T03:09:56Z,66043.25986
STARLINK-6151,2025-07-13T03:09:57Z,63674.26252
STARLINK-6151,2025-07-13T03:09:58Z,61288.76264
STARLINK-6151,2025-07-13T03:09:59Z,58887.23421
STARLINK-30110,2025-07-13T03:09:00Z,149993.6169
STARLINK-30110,2025-07-13T03:09:01Z,147979.7561
STARLINK-30110,2025-07-13T03:09:02Z,145927.3956
STARLINK-30110,2025-07-13T03:09:03Z,143836.1075
STARLINK-30110,2025-07-13T03:09:04Z,141705.4857
STARLINK-30110,2025-07-13T03:09:05Z,139535.1475
STARLINK-30110,2025-07-13T03:09:06Z,137324.7358
STARLINK-30110,2025-07-13T03:09:07Z,135073.9212
STARLINK-30110,2025-07-13T03:09:08Z,132782.4043
STARLINK-30110,2025-07-13T03:09:09Z,130449.9183
STARLINK-30110,2025-07-13T03:09:10Z,128076.2305
STARLINK-30110,2025-07-13T03:09:11Z,125661.1457
STARLINK-30110,2025-07-13T03:09:12Z,123204.5079
STARLINK-30110,2025-07-13T03:09:13Z,120706.2027
STARLINK-30110,2025-07-13T03:09:14Z,118166.1602
STARLINK-30110,2025-07-13T03:09:15Z,115584.357
STARLINK-30110,2025-07-13T03:09:16Z,112960.8189
STARLINK-30110,2025-07-13T03:09:17Z,110295.623
STARLINK-30110,2025-07-13T03:09:18Z,107588.9001
STARLINK-30110,2025-07-13T03:09:19Z,104840.8372
STARLINK-30110,2025-07-13T03:09:20Z,102051.6793
STARLINK-30110,2025-07-13T03:09:21Z,99221.73201
STARLINK-30110,2025-07-13T03:09:22Z,96351.36286
STARLINK-30110,2025-07-13T03:09:23Z,93441.00375
STARLINK-30110,2025-07-13T03:09:24Z,90491.15233
STARLINK-30110,2025-07-13T03:09:25Z,87502.37364
STARLINK-30110,2025-07-13T03:09:26Z,84475.3014
STARLINK-30110,2025-07-13T03:09:27Z,81410.63918
STARLINK-30110,2025-07-13T03:09:28Z,78309.16127
STARLINK-30110,2025-07-13T03:09:29Z,75171.71338
STARLINK-30110,2025-07-13T03:09:30Z,71999.213
STARLINK-30110,2025-07-13T03:09:31Z,68792.64956
STARLINK-30110,2025-07-13T03:09:32Z,65553.08424
STARLINK-30110,2025-07-13T03:09:33Z,62281.64951
STARLINK-30110,2025-07-13T03:09:34Z,58979.54831
STARLINK-30110,2025-07-13T03:09:35Z,55648.05297
